epoch,steps,cossim_accuracy,cossim_accuracy_threshold,cossim_f1,cossim_precision,cossim_recall,cossim_f1_threshold,cossim_ap,manhattan_accuracy,manhattan_accuracy_threshold,manhattan_f1,manhattan_precision,manhattan_recall,manhattan_f1_threshold,manhattan_ap,euclidean_accuracy,euclidean_accuracy_threshold,euclidean_f1,euclidean_precision,euclidean_recall,euclidean_f1_threshold,euclidean_ap,dot_accuracy,dot_accuracy_threshold,dot_f1,dot_precision,dot_recall,dot_f1_threshold,dot_ap
0,-1,0.8841917826287674,0.8004300594329834,0.850005235053921,0.7941774925653466,0.9142754178116131,0.7823450565338135,0.8918266336346098,0.8840763701114556,14.025826454162598,0.8494984690106641,0.7995706789632692,0.9060768503085724,14.43095874786377,0.8916948829070033,0.8841917826287674,0.6317751407623291,0.850005235053921,0.7941774925653466,0.9142754178116131,0.6597801446914673,0.8918354132666297,0.8841917826287674,0.800430178642273,0.850005235053921,0.7941774925653466,0.9142754178116131,0.7823450565338135,0.891847894079599
1,-1,0.8922376838356526,0.7852926254272461,0.8591522116683461,0.8197626841243862,0.9025181314473625,0.7759467363357544,0.9011123016840312,0.8918749587812438,14.35746955871582,0.8585535495781723,0.8200869422572179,0.9008063426280463,14.771673202514648,0.9010496772191958,0.8922376838356526,0.6552973985671997,0.8591522116683461,0.8197626841243862,0.9025181314473625,0.6694076061248779,0.9011210447106281,0.8922376838356526,0.7852926254272461,0.8591522116683461,0.8197626841243862,0.9025181314473625,0.7759467363357544,0.9010965005469631
2,-1,0.8958319593747939,0.7718139886856079,0.8633659112877241,0.8251354902282805,0.9053110500472994,0.7599730491638184,0.9032020353186843,0.8956011343401702,15.19482421875,0.863213925436243,0.8244096425057396,0.9058516149376098,15.348023414611816,0.9030924032566918,0.8958319593747939,0.6755530834197998,0.8633659112877241,0.8251354902282805,0.9053110500472994,0.6928592920303345,0.9032107864821529,0.8958319593747939,0.7718140482902527,0.8633659112877241,0.8251354902282805,0.9053110500472994,0.7599729895591736,0.9031884614810993
